Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS14_5yr_C17002001,ACS14_5yr_C17002002,ACS14_5yr_C17002003,ACS14_5yr_C17002004,ACS14_5yr_C17002005,ACS14_5yr_C17002006,ACS14_5yr_C17002007,ACS14_5yr_C17002008,ACS14_5yr_C17002001s,ACS14_5yr_C17002002s,ACS14_5yr_C17002003s,ACS14_5yr_C17002004s,ACS14_5yr_C17002005s,ACS14_5yr_C17002006s,ACS14_5yr_C17002007s,ACS14_5yr_C17002008s
"06075026303","14000US06075026303","Census Tract 263.03, San Francisco County, California","Census Tract 263.03, San Francisco County, California","ca","140","00","ACSSF","0009108",,,,,"06","075",,,,"026303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302,316,295,360,412,113,54,3752,410.30303030303,138.787878787878,92.1212121212121,137.575757575757,170.90909090909,63.030303030303,34.5454545454545,430.30303030303
"06075026401","14000US06075026401","Census Tract 264.01, San Francisco County, California","Census Tract 264.01, San Francisco County, California","ca","140","00","ACSSF","0009109",,,,,"06","075",,,,"026401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3802,99,428,264,330,367,166,2148,166.666666666666,38.7878787878787,130.30303030303,81.8181818181818,126.666666666666,138.787878787878,71.5151515151515,215.151515151515
"06075026402","14000US06075026402","Census Tract 264.02, San Francisco County, California","Census Tract 264.02, San Francisco County, California","ca","140","00","ACSSF","0009110",,,,,"06","075",,,,"026402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113,86,120,133,59,193,143,3379,254.545454545454,44.2424242424242,47.8787878787878,89.6969696969697,40.6060606060606,72.1212121212121,93.3333333333333,319.393939393939
"06075026403","14000US06075026403","Census Tract 264.03, San Francisco County, California","Census Tract 264.03, San Francisco County, California","ca","140","00","ACSSF","0009111",,,,,"06","075",,,,"026403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,123,500,309,62,632,330,1809,200.60606060606,83.6363636363636,167.878787878787,182.424242424242,35.7575757575757,235.757575757575,141.818181818181,233.939393939394
"06075026404","14000US06075026404","Census Tract 264.04, San Francisco County, California","Census Tract 264.04, San Francisco County, California","ca","140","00","ACSSF","0009112",,,,,"06","075",,,,"026404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476,71,338,208,161,210,88,1400,181.818181818181,35.7575757575757,156.969696969696,76.3636363636363,58.7878787878788,87.2727272727272,36.3636363636363,172.121212121212
"06075030101","14000US06075030101","Census Tract 301.01, San Francisco County, California","Census Tract 301.01, San Francisco County, California","ca","140","00","ACSSF","0009113",,,,,"06","075",,,,"030101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4553,421,232,121,272,150,33,3324,247.272727272727,124.848484848484,76.9696969696969,69.6969696969697,123.030303030303,57.5757575757575,38.7878787878787,195.757575757575
"06075030102","14000US06075030102","Census Tract 301.02, San Francisco County, California","Census Tract 301.02, San Francisco County, California","ca","140","00","ACSSF","0009114",,,,,"06","075",,,,"030102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,243,100,45,17,0,0,4318,191.515151515151,78.1818181818182,57.5757575757575,29.6969696969697,16.3636363636363,7.27272727272727,7.27272727272727,189.696969696969
"06075030201","14000US06075030201","Census Tract 302.01, San Francisco County, California","Census Tract 302.01, San Francisco County, California","ca","140","00","ACSSF","0009115",,,,,"06","075",,,,"030201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,201,178,155,98,45,40,3467,178.181818181818,49.0909090909091,72.7272727272727,65.4545454545454,32.7272727272727,19.3939393939393,29.6969696969697,182.424242424242
"06075030202","14000US06075030202","Census Tract 302.02, San Francisco County, California","Census Tract 302.02, San Francisco County, California","ca","140","00","ACSSF","0009116",,,,,"06","075",,,,"030202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,335,215,76,151,248,17,3254,271.515151515151,101.818181818181,85.4545454545454,66.6666666666666,115.757575757575,131.515151515151,17.5757575757575,270.90909090909
"06075030301","14000US06075030301","Census Tract 303.01, San Francisco County, California","Census Tract 303.01, San Francisco County, California","ca","140","00","ACSSF","0009117",,,,,"06","075",,,,"030301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589,117,309,18,50,167,56,4872,233.333333333333,47.8787878787878,154.545454545454,13.9393939393939,44.2424242424242,80.6060606060606,34.5454545454545,247.878787878787
"06075030302","14000US06075030302","Census Tract 303.02, San Francisco County, California","Census Tract 303.02, San Francisco County, California","ca","140","00","ACSSF","0009118",,,,,"06","075",,,,"030302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936,211,186,48,134,165,24,3168,215.151515151515,56.3636363636363,68.4848484848484,21.2121212121212,93.3333333333333,69.0909090909091,17.5757575757575,199.393939393939
"06075030400","14000US06075030400","Census Tract 304, San Francisco County, California","Census Tract 304, San Francisco County, California","ca","140","00","ACSSF","0009119",,,,,"06","075",,,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5411,251,399,33,128,56,0,4544,169.090909090909,63.6363636363636,212.121212121212,23.030303030303,53.3333333333333,26.060606060606,10.3030303030303,254.545454545454
"06075030500","14000US06075030500","Census Tract 305, San Francisco County, California","Census Tract 305, San Francisco County, California","ca","140","00","ACSSF","0009120",,,,,"06","075",,,,"030500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,101,101,88,51,32,16,1982,112.727272727272,38.7878787878787,34.5454545454545,34.5454545454545,26.060606060606,20,13.9393939393939,109.090909090909
"06075030600","14000US06075030600","Census Tract 306, San Francisco County, California","Census Tract 306, San Francisco County, California","ca","140","00","ACSSF","0009121",,,,,"06","075",,,,"030600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353,31,42,4,19,51,9,2197,66.6666666666666,20.6060606060606,20,4.24242424242424,13.3333333333333,29.6969696969697,7.87878787878788,84.2424242424242
"06075030700","14000US06075030700","Census Tract 307, San Francisco County, California","Census Tract 307, San Francisco County, California","ca","140","00","ACSSF","0009122",,,,,"06","075",,,,"030700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6905,250,174,111,127,105,67,6071,261.212121212121,113.939393939393,102.424242424242,44.2424242424242,66.6666666666666,52.7272727272727,52.7272727272727,197.575757575757
"06075030800","14000US06075030800","Census Tract 308, San Francisco County, California","Census Tract 308, San Francisco County, California","ca","140","00","ACSSF","0009123",,,,,"06","075",,,,"030800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5595,72,57,60,125,7,0,5274,234.545454545454,43.6363636363636,27.8787878787878,44.2424242424242,83.030303030303,7.27272727272727,10.3030303030303,240.60606060606
"06075030900","14000US06075030900","Census Tract 309, San Francisco County, California","Census Tract 309, San Francisco County, California","ca","140","00","ACSSF","0009124",,,,,"06","075",,,,"030900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,181,158,33,67,32,56,6072,247.272727272727,73.9393939393939,95.1515151515151,22.4242424242424,49.0909090909091,21.2121212121212,56.9696969696969,301.212121212121
"06075031000","14000US06075031000","Census Tract 310, San Francisco County, California","Census Tract 310, San Francisco County, California","ca","140","00","ACSSF","0009125",,,,,"06","075",,,,"031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3744,91,106,54,80,166,66,3181,178.181818181818,39.3939393939394,61.8181818181818,33.3333333333333,52.7272727272727,89.0909090909091,30.3030303030303,183.030303030303
"06075031100","14000US06075031100","Census Tract 311, San Francisco County, California","Census Tract 311, San Francisco County, California","ca","140","00","ACSSF","0009126",,,,,"06","075",,,,"031100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602,255,286,207,104,238,0,5512,364.242424242424,90.3030303030303,110.90909090909,81.2121212121212,66.060606060606,107.272727272727,10.3030303030303,344.242424242424
"06075031201","14000US06075031201","Census Tract 312.01, San Francisco County, California","Census Tract 312.01, San Francisco County, California","ca","140","00","ACSSF","0009127",,,,,"06","075",,,,"031201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7142,424,590,170,894,286,6,4772,473.333333333333,100.60606060606,164.848484848484,80.6060606060606,360.60606060606,125.454545454545,7.27272727272727,465.454545454545
"06075031202","14000US06075031202","Census Tract 312.02, San Francisco County, California","Census Tract 312.02, San Francisco County, California","ca","140","00","ACSSF","0009128",,,,,"06","075",,,,"031202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958,211,224,85,50,113,44,2231,176.969696969696,56.9696969696969,78.7878787878788,48.4848484848484,41.2121212121212,40.6060606060606,36.3636363636363,187.878787878787
"06075031301","14000US06075031301","Census Tract 313.01, San Francisco County, California","Census Tract 313.01, San Francisco County, California","ca","140","00","ACSSF","0009129",,,,,"06","075",,,,"031301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362,258,134,134,457,141,41,3197,252.121212121212,77.5757575757575,47.2727272727272,56.3636363636363,218.181818181818,61.8181818181818,19.3939393939393,288.484848484848
"06075031302","14000US06075031302","Census Tract 313.02, San Francisco County, California","Census Tract 313.02, San Francisco County, California","ca","140","00","ACSSF","0009130",,,,,"06","075",,,,"031302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251,774,483,171,207,760,0,3856,364.242424242424,175.151515151515,151.515151515151,76.3636363636363,92.1212121212121,208.484848484848,10.3030303030303,343.030303030303
"06075031400","14000US06075031400","Census Tract 314, San Francisco County, California","Census Tract 314, San Francisco County, California","ca","140","00","ACSSF","0009131",,,,,"06","075",,,,"031400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6527,443,673,348,704,496,89,3774,410.30303030303,148.484848484848,157.575757575757,104.848484848484,332.121212121212,193.939393939393,48.4848484848484,394.545454545454
"06075032601","14000US06075032601","Census Tract 326.01, San Francisco County, California","Census Tract 326.01, San Francisco County, California","ca","140","00","ACSSF","0009132",,,,,"06","075",,,,"032601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4766,201,197,43,64,374,62,3825,239.393939393939,106.060606060606,61.2121212121212,16.9696969696969,30.9090909090909,155.151515151515,31.5151515151515,208.484848484848
"06075032602","14000US06075032602","Census Tract 326.02, San Francisco County, California","Census Tract 326.02, San Francisco County, California","ca","140","00","ACSSF","0009133",,,,,"06","075",,,,"032602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4501,408,176,383,37,168,114,3215,252.727272727272,126.666666666666,54.5454545454545,121.818181818181,24.8484848484848,73.9393939393939,55.7575757575757,211.515151515151
"06075032700","14000US06075032700","Census Tract 327, San Francisco County, California","Census Tract 327, San Francisco County, California","ca","140","00","ACSSF","0009134",,,,,"06","075",,,,"032700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7118,248,243,185,280,411,173,5578,341.818181818181,165.454545454545,101.818181818181,96.9696969696969,142.424242424242,237.575757575757,92.1212121212121,348.484848484848
"06075032801","14000US06075032801","Census Tract 328.01, San Francisco County, California","Census Tract 328.01, San Francisco County, California","ca","140","00","ACSSF","0009135",,,,,"06","075",,,,"032801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958,213,207,0,255,166,38,3079,251.515151515151,76.3636363636363,96.3636363636364,7.27272727272727,81.2121212121212,109.696969696969,43.030303030303,286.666666666666
"06075032802","14000US06075032802","Census Tract 328.02, San Francisco County, California","Census Tract 328.02, San Francisco County, California","ca","140","00","ACSSF","0009136",,,,,"06","075",,,,"032802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975,237,405,60,43,153,88,2989,331.515151515151,86.6666666666666,198.181818181818,33.9393939393939,24.2424242424242,69.6969696969697,78.7878787878788,347.272727272727
"06075032901","14000US06075032901","Census Tract 329.01, San Francisco County, California","Census Tract 329.01, San Francisco County, California","ca","140","00","ACSSF","0009137",,,,,"06","075",,,,"032901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,228,346,82,220,263,28,4345,273.333333333333,106.666666666666,133.333333333333,37.5757575757575,94.5454545454545,110.90909090909,23.6363636363636,284.848484848484
"06075032902","14000US06075032902","Census Tract 329.02, San Francisco County, California","Census Tract 329.02, San Francisco County, California","ca","140","00","ACSSF","0009138",,,,,"06","075",,,,"032902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3983,373,130,230,163,23,63,3001,261.212121212121,140,69.6969696969697,98.1818181818182,96.9696969696969,15.1515151515151,32.7272727272727,322.424242424242
"06075033000","14000US06075033000","Census Tract 330, San Francisco County, California","Census Tract 330, San Francisco County, California","ca","140","00","ACSSF","0009139",,,,,"06","075",,,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8701,389,713,586,125,150,0,6738,548.484848484848,171.515151515151,472.727272727272,237.575757575757,61.8181818181818,67.2727272727272,10.3030303030303,561.818181818181
"06075033100","14000US06075033100","Census Tract 331, San Francisco County, California","Census Tract 331, San Francisco County, California","ca","140","00","ACSSF","0009140",,,,,"06","075",,,,"033100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4657,123,100,81,98,99,53,4103,236.363636363636,64.2424242424242,46.060606060606,38.7878787878787,55.1515151515151,55.1515151515151,57.5757575757575,257.575757575757
"06075033201","14000US06075033201","Census Tract 332.01, San Francisco County, California","Census Tract 332.01, San Francisco County, California","ca","140","00","ACSSF","0009141",,,,,"06","075",,,,"033201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,544,132,129,78,45,54,466,146.060606060606,126.666666666666,33.3333333333333,42.4242424242424,33.3333333333333,16.9696969696969,22.4242424242424,66.6666666666666
"06075033203","14000US06075033203","Census Tract 332.03, San Francisco County, California","Census Tract 332.03, San Francisco County, California","ca","140","00","ACSSF","0009142",,,,,"06","075",,,,"033203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3931,667,285,193,75,225,10,2476,276.363636363636,170.30303030303,91.5151515151515,81.2121212121212,46.6666666666666,84.8484848484848,9.09090909090909,230.30303030303
"06075033204","14000US06075033204","Census Tract 332.04, San Francisco County, California","Census Tract 332.04, San Francisco County, California","ca","140","00","ACSSF","0009143",,,,,"06","075",,,,"033204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736,934,404,188,68,154,94,1894,163.030303030303,213.333333333333,121.818181818181,73.3333333333333,36.3636363636363,81.8181818181818,80,187.272727272727
"06075035100","14000US06075035100","Census Tract 351, San Francisco County, California","Census Tract 351, San Francisco County, California","ca","140","00","ACSSF","0009144",,,,,"06","075",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7961,497,125,141,499,51,351,6297,304.242424242424,144.242424242424,58.1818181818182,76.3636363636363,212.727272727272,28.4848484848484,167.272727272727,337.575757575757
"06075035201","14000US06075035201","Census Tract 352.01, San Francisco County, California","Census Tract 352.01, San Francisco County, California","ca","140","00","ACSSF","0009145",,,,,"06","075",,,,"035201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418,136,375,126,113,359,77,4232,283.636363636363,59.3939393939394,140,43.030303030303,49.6969696969697,137.575757575757,45.4545454545454,249.696969696969
"06075035202","14000US06075035202","Census Tract 352.02, San Francisco County, California","Census Tract 352.02, San Francisco County, California","ca","140","00","ACSSF","0009146",,,,,"06","075",,,,"035202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551,147,334,320,272,121,187,3170,189.090909090909,72.1212121212121,80,156.363636363636,82.4242424242424,44.8484848484848,66.060606060606,235.757575757575
"06075035300","14000US06075035300","Census Tract 353, San Francisco County, California","Census Tract 353, San Francisco County, California","ca","140","00","ACSSF","0009147",,,,,"06","075",,,,"035300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7859,395,368,276,46,485,115,6174,264.848484848484,194.545454545454,139.393939393939,119.393939393939,23.030303030303,203.030303030303,76.3636363636363,374.545454545454
"06075035400","14000US06075035400","Census Tract 354, San Francisco County, California","Census Tract 354, San Francisco County, California","ca","140","00","ACSSF","0009148",,,,,"06","075",,,,"035400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316,316,394,94,303,293,157,4759,390.909090909091,136.363636363636,111.515151515151,68.4848484848484,140,139.393939393939,81.8181818181818,435.151515151515
"06075040100","14000US06075040100","Census Tract 401, San Francisco County, California","Census Tract 401, San Francisco County, California","ca","140","00","ACSSF","0009149",,,,,"06","075",,,,"040100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276,273,265,197,157,206,32,3146,193.333333333333,67.8787878787878,90.9090909090909,113.333333333333,60,89.0909090909091,16.9696969696969,208.484848484848
"06075040200","14000US06075040200","Census Tract 402, San Francisco County, California","Census Tract 402, San Francisco County, California","ca","140","00","ACSSF","0009150",,,,,"06","075",,,,"040200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026,235,190,56,88,202,41,4214,344.848484848484,92.7272727272727,62.4242424242424,40.6060606060606,60,74.5454545454545,38.7878787878787,340
"06075042601","14000US06075042601","Census Tract 426.01, San Francisco County, California","Census Tract 426.01, San Francisco County, California","ca","140","00","ACSSF","0009151",,,,,"06","075",,,,"042601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4111,287,347,503,131,146,167,2530,280,110.90909090909,155.757575757575,233.333333333333,60.6060606060606,81.2121212121212,144.242424242424,220.60606060606
"06075042602","14000US06075042602","Census Tract 426.02, San Francisco County, California","Census Tract 426.02, San Francisco County, California","ca","140","00","ACSSF","0009152",,,,,"06","075",,,,"042602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448,148,42,105,86,144,45,2878,175.757575757575,81.8181818181818,21.8181818181818,65.4545454545454,58.1818181818182,106.666666666666,39.3939393939394,213.333333333333
"06075042700","14000US06075042700","Census Tract 427, San Francisco County, California","Census Tract 427, San Francisco County, California","ca","140","00","ACSSF","0009153",,,,,"06","075",,,,"042700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366,362,520,399,168,237,215,3465,423.636363636363,146.060606060606,145.454545454545,148.484848484848,72.7272727272727,115.151515151515,129.696969696969,322.424242424242
"06075042800","14000US06075042800","Census Tract 428, San Francisco County, California","Census Tract 428, San Francisco County, California","ca","140","00","ACSSF","0009154",,,,,"06","075",,,,"042800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357,113,67,22,17,11,0,2127,90.9090909090909,64.8484848484848,40,19.3939393939393,10.9090909090909,7.27272727272727,7.27272727272727,98.1818181818182
"06075045100","14000US06075045100","Census Tract 451, San Francisco County, California","Census Tract 451, San Francisco County, California","ca","140","00","ACSSF","0009155",,,,,"06","075",,,,"045100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053,554,324,227,337,453,60,3098,326.666666666666,136.969696969696,113.333333333333,109.696969696969,121.818181818181,160.60606060606,35.1515151515151,277.575757575757
"06075045200","14000US06075045200","Census Tract 452, San Francisco County, California","Census Tract 452, San Francisco County, California","ca","140","00","ACSSF","0009156",,,,,"06","075",,,,"045200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6885,402,780,196,79,305,19,5104,308.484848484848,175.151515151515,278.181818181818,94.5454545454545,47.2727272727272,102.424242424242,13.9393939393939,267.272727272727
"06075047600","14000US06075047600","Census Tract 476, San Francisco County, California","Census Tract 476, San Francisco County, California","ca","140","00","ACSSF","0009157",,,,,"06","075",,,,"047600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5586,177,181,289,56,20,358,4505,304.242424242424,91.5151515151515,75.1515151515151,121.212121212121,36.3636363636363,20,272.121212121212,340.60606060606
"06075047701","14000US06075047701","Census Tract 477.01, San Francisco County, California","Census Tract 477.01, San Francisco County, California","ca","140","00","ACSSF","0009158",,,,,"06","075",,,,"047701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,71,193,83,276,268,124,3001,179.393939393939,26.6666666666666,73.9393939393939,34.5454545454545,110.90909090909,106.666666666666,61.2121212121212,192.121212121212
"06075047702","14000US06075047702","Census Tract 477.02, San Francisco County, California","Census Tract 477.02, San Francisco County, California","ca","140","00","ACSSF","0009159",,,,,"06","075",,,,"047702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221,143,150,128,115,146,147,3392,159.393939393939,43.030303030303,61.8181818181818,68.4848484848484,56.3636363636363,60.6060606060606,89.6969696969697,163.030303030303
"06075047801","14000US06075047801","Census Tract 478.01, San Francisco County, California","Census Tract 478.01, San Francisco County, California","ca","140","00","ACSSF","0009160",,,,,"06","075",,,,"047801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3977,111,288,68,87,214,143,3066,244.242424242424,54.5454545454545,102.424242424242,29.6969696969697,48.4848484848484,72.1212121212121,123.030303030303,233.333333333333
"06075047802","14000US06075047802","Census Tract 478.02, San Francisco County, California","Census Tract 478.02, San Francisco County, California","ca","140","00","ACSSF","0009161",,,,,"06","075",,,,"047802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897,163,243,231,191,194,127,2748,189.696969696969,62.4242424242424,86.060606060606,120,67.2727272727272,61.2121212121212,82.4242424242424,181.818181818181
"06075047901","14000US06075047901","Census Tract 479.01, San Francisco County, California","Census Tract 479.01, San Francisco County, California","ca","140","00","ACSSF","0009162",,,,,"06","075",,,,"047901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6547,212,331,483,250,292,102,4877,341.818181818181,76.3636363636363,115.757575757575,238.787878787878,80.6060606060606,123.030303030303,50.9090909090909,299.393939393939
"06075047902","14000US06075047902","Census Tract 479.02, San Francisco County, California","Census Tract 479.02, San Francisco County, California","ca","140","00","ACSSF","0009163",,,,,"06","075",,,,"047902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,307,275,184,33,138,129,2603,218.181818181818,103.030303030303,80,80.6060606060606,17.5757575757575,81.8181818181818,63.6363636363636,212.727272727272
"06075060100","14000US06075060100","Census Tract 601, San Francisco County, California","Census Tract 601, San Francisco County, California","ca","140","00","ACSSF","0009164",,,,,"06","075",,,,"060100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443,180,21,36,35,53,21,3097,196.363636363636,76.9696969696969,15.1515151515151,16.3636363636363,28.4848484848484,26.060606060606,20.6060606060606,212.727272727272
"06075060400","14000US06075060400","Census Tract 604, San Francisco County, California","Census Tract 604, San Francisco County, California","ca","140","00","ACSSF","0009165",,,,,"06","075",,,,"060400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854,255,96,16,47,264,7,1169,137.575757575757,56.9696969696969,32.7272727272727,10.9090909090909,39.3939393939394,115.757575757575,7.27272727272727,142.424242424242
"06075060502","14000US06075060502","Census Tract 605.02, San Francisco County, California","Census Tract 605.02, San Francisco County, California","ca","140","00","ACSSF","0009166",,,,,"06","075",,,,"060502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3151,666,507,99,324,288,189,1078,184.848484848484,121.212121212121,115.151515151515,44.2424242424242,101.818181818181,100.60606060606,98.7878787878788,159.393939393939
"06075060700","14000US06075060700","Census Tract 607, San Francisco County, California","Census Tract 607, San Francisco County, California","ca","140","00","ACSSF","0009167",,,,,"06","075",,,,"060700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450,751,378,527,59,309,85,7341,398.787878787878,303.030303030303,158.787878787878,304.848484848484,38.7878787878787,187.272727272727,83.030303030303,427.272727272727
"06075061000","14000US06075061000","Census Tract 610, San Francisco County, California","Census Tract 610, San Francisco County, California","ca","140","00","ACSSF","0009168",,,,,"06","075",,,,"061000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,86,105,59,35,205,91,3893,264.242424242424,34.5454545454545,67.2727272727272,38.1818181818181,30.9090909090909,93.9393939393939,81.2121212121212,313.333333333333
"06075061100","14000US06075061100","Census Tract 611, San Francisco County, California","Census Tract 611, San Francisco County, California","ca","140","00","ACSSF","0009169",,,,,"06","075",,,,"061100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488,617,1108,456,517,633,261,896,247.878787878787,117.575757575757,174.545454545454,97.5757575757576,182.424242424242,138.181818181818,178.181818181818,181.212121212121
"06075061200","14000US06075061200","Census Tract 612, San Francisco County, California","Census Tract 612, San Francisco County, California","ca","140","00","ACSSF","0009170",,,,,"06","075",,,,"061200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972,282,357,283,478,597,4,1971,326.666666666666,84.8484848484848,87.8787878787879,124.242424242424,169.696969696969,173.939393939393,5.45454545454545,249.090909090909
"06075061400","14000US06075061400","Census Tract 614, San Francisco County, California","Census Tract 614, San Francisco County, California","ca","140","00","ACSSF","0009171",,,,,"06","075",,,,"061400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625,306,285,192,208,138,0,4496,306.666666666666,188.484848484848,127.272727272727,95.1515151515151,104.848484848484,81.8181818181818,10.3030303030303,278.787878787878
"06075061500","14000US06075061500","Census Tract 615, San Francisco County, California","Census Tract 615, San Francisco County, California","ca","140","00","ACSSF","0009172",,,,,"06","075",,,,"061500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12149,500,558,364,164,324,179,10060,736.969696969697,161.212121212121,208.484848484848,184.242424242424,87.2727272727272,153.333333333333,163.636363636363,752.121212121212
"06075980200","14000US06075980200","Census Tract 9802, San Francisco County, California","Census Tract 9802, San Francisco County, California","ca","140","00","ACSSF","0009173",,,,,"06","075",,,,"980200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,4,8,0,0,0,0,102,22.4242424242424,3.63636363636363,7.27272727272727,7.27272727272727,7.27272727272727,7.27272727272727,7.27272727272727,20
"06075980300","14000US06075980300","Census Tract 9803, San Francisco County, California","Census Tract 9803, San Francisco County, California","ca","140","00","ACSSF","0009174",,,,,"06","075",,,,"980300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,0,0,0,0,0,45,15.1515151515151,7.27272727272727,7.27272727272727,7.27272727272727,7.27272727272727,7.27272727272727,7.27272727272727,15.1515151515151
